ExceptionID,ProblemType,Severity,CustomerID,ProductID,RelatedDocument,EventDate,AmountExposure,Reason,RecommendedAction,OwnerRole
EX-ATP-SO000165,ATP / Availability Issue,Medium,C0039,P0036,SO000165,2026-01-27,251413.68,ATP status Manual Review for requested date 2026-02-15,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000059,ATP / Availability Issue,Medium,C0019,P0034,SO000059,2025-06-08,250751.36,ATP status Manual Review for requested date 2025-07-09,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000048,Late Or Short Delivery,High,C0019,P0034,DLV000048,2025-06-19,250751.36,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000003,ATP / Availability Issue,Medium,C0046,P0002,SO000003,2025-08-15,248550.12,ATP status Partial for requested date 2025-09-18,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000003,Late Or Short Delivery,High,C0046,P0002,DLV000003,2025-09-09,248550.12,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000240,ATP / Availability Issue,Medium,C0017,P0032,SO000240,2025-04-18,244845.44,ATP status Manual Review for requested date 2025-06-04,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000199,Late Or Short Delivery,High,C0017,P0032,DLV000199,2025-06-26,244845.44,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000105,Late Or Short Delivery,High,C0056,P0003,DLV000105,2025-06-02,240978.9,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000190,ATP / Availability Issue,High,C0043,P0032,SO000190,2025-06-25,239445.87,ATP status Shortage for requested date 2025-07-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000158,Late Or Short Delivery,High,C0043,P0032,DLV000158,2025-08-18,239445.87,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000079,Late Or Short Delivery,High,C0032,P0004,DLV000079,2026-01-08,238462.36,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000158,ATP / Availability Issue,High,C0048,P0007,SO000158,2026-03-06,237221.84,ATP status Shortage for requested date 2026-04-23,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000129,Late Or Short Delivery,High,C0048,P0007,DLV000129,2026-04-06,237221.84,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000064,ATP / Availability Issue,Medium,C0036,P0002,SO000064,2025-03-30,231437.58,ATP status Partial for requested date 2025-05-03,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000053,Late Or Short Delivery,High,C0036,P0002,DLV000053,2025-05-21,231437.58,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000180,ATP / Availability Issue,Medium,C0054,P0010,SO000180,2025-05-07,226434.0,ATP status Partial for requested date 2025-06-13,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000149,Late Or Short Delivery,High,C0054,P0010,DLV000149,2025-06-09,226434.0,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000093,ATP / Availability Issue,Medium,C0017,P0027,SO000093,2025-08-30,224968.8,ATP status Manual Review for requested date 2025-10-24,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000078,Late Or Short Delivery,High,C0017,P0027,DLV000078,2025-10-10,224968.8,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000184,ATP / Availability Issue,Medium,C0049,P0007,SO000184,2026-02-19,222464.97,ATP status Partial for requested date 2026-04-11,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000082,ATP / Availability Issue,High,C0040,P0028,SO000082,2026-04-03,216282.56,ATP status Shortage for requested date 2026-04-21,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000068,Late Or Short Delivery,High,C0040,P0028,DLV000068,2026-05-07,216282.56,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000223,ATP / Availability Issue,Medium,C0045,P0030,SO000223,2025-08-19,212946.4,ATP status Manual Review for requested date 2025-10-10,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000186,Late Or Short Delivery,High,C0045,P0030,DLV000186,2025-11-03,212946.4,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000201,Late Or Short Delivery,High,C0054,P0020,DLV000201,2025-07-07,205805.75,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000102,Late Or Short Delivery,High,C0048,P0007,DLV000102,2025-05-08,204927.3,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000073,ATP / Availability Issue,High,C0049,P0007,SO000073,2026-03-07,204529.38,ATP status Shortage for requested date 2026-04-24,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000201,ATP / Availability Issue,High,C0018,P0005,SO000201,2026-01-20,202485.36,ATP status Shortage for requested date 2026-02-10,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000167,Late Or Short Delivery,High,C0018,P0005,DLV000167,2026-03-14,202485.36,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000203,ATP / Availability Issue,Medium,C0051,P0024,SO000203,2026-03-14,199250.8,ATP status Manual Review for requested date 2026-04-03,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000169,Late Or Short Delivery,High,C0051,P0024,DLV000169,2026-04-14,199250.8,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000128,ATP / Availability Issue,Medium,C0023,P0012,SO000128,2025-04-23,196978.32,ATP status Manual Review for requested date 2025-05-04,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000103,Late Or Short Delivery,High,C0023,P0012,DLV000103,2025-05-29,196978.32,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000063,ATP / Availability Issue,Medium,C0004,P0026,SO000063,2026-01-30,196332.84,ATP status Manual Review for requested date 2026-02-11,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000052,Late Or Short Delivery,High,C0004,P0026,DLV000052,2026-03-12,196332.84,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000088,ATP / Availability Issue,Medium,C0049,P0004,SO000088,2025-03-26,195873.6,ATP status Partial for requested date 2025-04-20,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000074,Late Or Short Delivery,High,C0049,P0004,DLV000074,2025-06-13,195873.6,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000070,ATP / Availability Issue,High,C0048,P0028,SO000070,2025-02-17,194296.32,ATP status Shortage for requested date 2025-02-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000059,Late Or Short Delivery,High,C0048,P0028,DLV000059,2025-03-18,194296.32,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000051,ATP / Availability Issue,High,C0045,P0006,SO000051,2026-01-31,194042.52,ATP status Shortage for requested date 2026-03-26,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000043,Late Or Short Delivery,High,C0045,P0006,DLV000043,2026-02-22,194042.52,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000167,Billing Block,High,C0018,,INV000167,2026-03-18,192843.2,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000072,ATP / Availability Issue,Medium,C0010,P0011,SO000072,2025-02-18,190685.0,ATP status Manual Review for requested date 2025-04-06,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000061,Late Or Short Delivery,High,C0010,P0011,DLV000061,2025-03-02,190685.0,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000174,ATP / Availability Issue,Medium,C0028,P0032,SO000174,2025-05-04,189722.5,ATP status Manual Review for requested date 2025-06-23,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000144,Late Or Short Delivery,High,C0028,P0032,DLV000144,2025-05-28,189722.5,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000176,ATP / Availability Issue,High,C0045,P0028,SO000176,2025-02-07,189124.54,ATP status Shortage for requested date 2025-03-24,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000146,Late Or Short Delivery,High,C0045,P0028,DLV000146,2025-02-17,189124.54,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000141,ATP / Availability Issue,Medium,C0023,P0005,SO000141,2025-03-04,188536.24,ATP status Partial for requested date 2025-03-23,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000116,Late Or Short Delivery,High,C0023,P0005,DLV000116,2025-03-24,188536.24,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000237,ATP / Availability Issue,Medium,C0050,P0022,SO000237,2025-09-25,187356.33,ATP status Manual Review for requested date 2025-11-24,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-AR-INV000048,Open AR / Cash Risk,Medium,C0019,,INV000048,2025-07-20,187179.11,Open amount with dunning level 2; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000177,ATP / Availability Issue,Medium,C0039,P0011,SO000177,2025-08-30,184389.65,ATP status Manual Review for requested date 2025-09-08,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000147,Late Or Short Delivery,High,C0039,P0011,DLV000147,2025-09-21,184389.65,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000053,ATP / Availability Issue,High,C0018,P0011,SO000053,2025-11-25,178075.8,ATP status Shortage for requested date 2025-12-05,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000044,Late Or Short Delivery,High,C0018,P0011,DLV000044,2026-01-14,178075.8,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000145,Late Or Short Delivery,High,C0056,P0004,DLV000145,2026-01-11,176329.92,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000182,ATP / Availability Issue,Medium,C0036,P0016,SO000182,2025-08-15,175978.25,ATP status Partial for requested date 2025-08-22,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000151,Late Or Short Delivery,High,C0036,P0016,DLV000151,2025-08-31,175978.25,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000091,Late Or Short Delivery,High,C0013,P0002,DLV000091,2025-07-15,175702.56,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000103,Billing Block,High,C0023,,INV000103,2025-06-02,175091.84,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-OTIF-DLV000200,Late Or Short Delivery,High,C0017,P0010,DLV000200,2025-09-04,174583.25,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000208,Open AR / Cash Risk,Medium,C0005,,INV000208,2025-06-24,173907.27,Open amount with dunning level 3; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-CHURN-C0034,Customer Churn Risk,Medium,C0034,,C0034,2026-02-07,172969.46,Risk score 40; 85 days since last order; late/short=4; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-ATP-SO000042,ATP / Availability Issue,Medium,C0045,P0021,SO000042,2025-04-27,169911.0,ATP status Manual Review for requested date 2025-05-28,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000035,Late Or Short Delivery,High,C0045,P0021,DLV000035,2025-05-15,169911.0,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000122,Late Or Short Delivery,High,C0032,P0034,DLV000122,2025-12-26,163327.84,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000029,ATP / Availability Issue,High,C0057,P0030,SO000029,2026-01-15,160533.34,ATP status Shortage for requested date 2026-03-02,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000025,Late Or Short Delivery,High,C0057,P0030,DLV000025,2026-02-19,160533.34,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000116,Billing Block,High,C0023,,INV000116,2025-03-30,158767.36,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000210,ATP / Availability Issue,High,C0009,P0010,SO000210,2025-11-27,152332.84,ATP status Shortage for requested date 2026-01-01,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000176,Late Or Short Delivery,High,C0009,P0010,DLV000176,2025-12-23,152332.84,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000143,ATP / Availability Issue,High,C0011,P0024,SO000143,2025-08-04,151346.75,ATP status Shortage for requested date 2025-09-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-BILL-INV000025,Billing Block,High,C0057,,INV000025,2026-02-19,150949.26,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000076,ATP / Availability Issue,Medium,C0058,P0032,SO000076,2025-11-30,149460.5,ATP status Partial for requested date 2025-12-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000064,Late Or Short Delivery,High,C0058,P0032,DLV000064,2026-01-30,149460.5,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000164,Late Or Short Delivery,High,C0046,P0011,DLV000164,2025-12-11,148465.6,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000255,ATP / Availability Issue,Medium,C0031,P0010,SO000255,2025-07-14,147089.04,ATP status Partial for requested date 2025-08-23,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000214,Late Or Short Delivery,High,C0031,P0010,DLV000214,2025-07-25,147089.04,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000107,ATP / Availability Issue,Medium,C0043,P0023,SO000107,2025-05-24,146298.63,ATP status Manual Review for requested date 2025-07-20,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-AR-INV000078,Open AR / Cash Risk,Medium,C0017,,INV000078,2025-11-13,144396.96,Open amount with dunning level 1; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000228,ATP / Availability Issue,Medium,C0040,P0007,SO000228,2025-03-20,143004.15,ATP status Partial for requested date 2025-04-14,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-ATP-SO000188,ATP / Availability Issue,Medium,C0004,P0002,SO000188,2026-02-25,141637.6,ATP status Partial for requested date 2026-03-17,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000156,Late Or Short Delivery,High,C0004,P0002,DLV000156,2026-04-23,141637.6,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000132,ATP / Availability Issue,High,C0023,P0023,SO000132,2025-04-19,138714.84,ATP status Shortage for requested date 2025-05-23,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000107,Late Or Short Delivery,High,C0023,P0023,DLV000107,2025-05-06,138714.84,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000167,Open AR / Cash Risk,High,C0018,,INV000167,2026-05-01,138429.13,Open amount with dunning level 1; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-CHURN-C0024,Customer Churn Risk,Medium,C0024,,C0024,2025-11-27,136444.76,Risk score 37; 157 days since last order; late/short=3; disputes=0,"Account owner retention call, service recovery, delivery review, commercial offer validation",Sales / Customer Success
EX-ATP-SO000066,ATP / Availability Issue,Medium,C0042,P0029,SO000066,2025-10-01,134677.65,ATP status Partial for requested date 2025-11-20,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000055,Late Or Short Delivery,High,C0042,P0029,DLV000055,2025-10-16,134677.65,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000091,ATP / Availability Issue,High,C0011,P0024,SO000091,2025-08-26,133477.96,ATP status Shortage for requested date 2025-09-05,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000076,Late Or Short Delivery,High,C0011,P0024,DLV000076,2025-10-19,133477.96,OTIF status Late/Short via carrier UPS,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000045,Late Or Short Delivery,High,C0053,P0036,DLV000045,2026-04-18,131642.46,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-BILL-INV000176,Billing Block,High,C0009,,INV000176,2025-12-26,131560.18,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-BILL-INV000122,Billing Block,High,C0032,,INV000122,2026-01-02,128777.72,Invoice is blocked and may delay revenue/cash,"Resolve pricing, tax, delivery or master-data block and rebill if required",Billing / Finance
EX-ATP-SO000215,ATP / Availability Issue,High,C0010,P0030,SO000215,2025-07-16,127501.92,ATP status Shortage for requested date 2025-08-27,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000179,Late Or Short Delivery,High,C0010,P0030,DLV000179,2025-09-30,127501.92,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000095,ATP / Availability Issue,Medium,C0012,P0029,SO000095,2025-03-19,124759.6,ATP status Partial for requested date 2025-05-11,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-AR-INV000151,Open AR / Cash Risk,Medium,C0036,,INV000151,2025-11-01,123576.58,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000034,ATP / Availability Issue,High,C0036,P0016,SO000034,2025-03-07,121147.0,ATP status Shortage for requested date 2025-03-30,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000028,Late Or Short Delivery,High,C0036,P0016,DLV000028,2025-03-25,121147.0,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000077,ATP / Availability Issue,High,C0032,P0030,SO000077,2025-07-06,116528.5,ATP status Shortage for requested date 2025-07-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000065,Late Or Short Delivery,High,C0032,P0030,DLV000065,2025-08-25,116528.5,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000258,ATP / Availability Issue,High,C0010,P0030,SO000258,2025-05-31,115231.44,ATP status Shortage for requested date 2025-07-15,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000217,Late Or Short Delivery,High,C0010,P0030,DLV000217,2025-07-01,115231.44,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000035,ATP / Availability Issue,Medium,C0052,P0013,SO000035,2026-03-15,111556.06,ATP status Manual Review for requested date 2026-03-30,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000029,Late Or Short Delivery,High,C0052,P0013,DLV000029,2026-05-16,111556.06,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000119,Late Or Short Delivery,High,C0012,P0031,DLV000119,2025-09-29,109757.92,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000039,ATP / Availability Issue,Medium,C0057,P0002,SO000039,2025-11-12,105954.48,ATP status Partial for requested date 2025-12-29,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000033,Late Or Short Delivery,High,C0057,P0002,DLV000033,2026-01-12,105954.48,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000212,ATP / Availability Issue,Medium,C0058,P0007,SO000212,2025-12-27,105786.49,ATP status Manual Review for requested date 2026-01-19,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000178,Late Or Short Delivery,High,C0058,P0007,DLV000178,2026-01-30,105786.49,OTIF status Late/Short via carrier Maersk,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000044,Open AR / Cash Risk,Medium,C0018,,INV000044,2026-02-14,104905.4,Open amount with dunning level 0; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-ATP-SO000049,ATP / Availability Issue,Medium,C0014,P0008,SO000049,2026-03-22,103801.53,ATP status Manual Review for requested date 2026-03-30,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000041,Late Or Short Delivery,High,C0014,P0008,DLV000041,2026-05-14,103801.53,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-AR-INV000145,Open AR / Cash Risk,Medium,C0056,,INV000145,2026-02-10,103620.51,Open amount with dunning level 1; dispute=False,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-AR-INV000214,Open AR / Cash Risk,High,C0031,,INV000214,2025-09-10,102706.28,Open amount with dunning level 1; dispute=True,"Collections follow-up, dispute resolution, credit hold review, root-cause coding",Accounts Receivable
EX-OTIF-DLV000184,Late Or Short Delivery,High,C0022,P0009,DLV000184,2025-05-31,102420.89,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000204,Late Or Short Delivery,High,C0057,P0022,DLV000204,2025-04-23,101250.24,OTIF status Late/Short via carrier FedEx,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000010,ATP / Availability Issue,High,C0018,P0008,SO000010,2026-01-07,100092.4,ATP status Shortage for requested date 2026-02-03,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000010,Late Or Short Delivery,High,C0018,P0008,DLV000010,2026-02-02,100092.4,OTIF status Late/Short via carrier DB Schenker,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-OTIF-DLV000108,Late Or Short Delivery,High,C0004,P0029,DLV000108,2026-03-15,98767.89,OTIF status Late/Short via carrier DHL,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000209,ATP / Availability Issue,High,C0049,P0011,SO000209,2025-08-29,98462.79,ATP status Shortage for requested date 2025-09-16,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
EX-OTIF-DLV000175,Late Or Short Delivery,High,C0049,P0011,DLV000175,2025-10-28,98462.79,OTIF status Late/Short via carrier Kuehne+Nagel,"Review warehouse pick/pack, carrier performance, shortage reason and customer communication",Warehouse / Logistics
EX-ATP-SO000183,ATP / Availability Issue,High,C0036,P0023,SO000183,2025-09-17,98203.1,ATP status Shortage for requested date 2025-10-25,"Check constrained supply, substitute product, expedite production or reset confirmed date",Supply Chain / Order Management
